,trueAlpha,trueTau,recovAlpha,recoveTau,cost,r
0,0.4762719460135557,0.856209691748158,0.2305040557586142,0.8617830219198123,1159.0,"(0.6053873501426139, 6.075404369889984e-07)"
0,0.7637404160333605,0.9502702686988902,0.9197946059886117,0.5629993419823454,1362.0,"(0.42769463657368406, 0.0009050738660722119)"
0,0.7903793303535696,0.38111092708438016,0.584358264925729,0.9632987102598871,727.0,"(0.7445445832525432, 3.15781279000354e-11)"
0,0.8472683438623759,0.7097157604172788,0.03967408436289244,0.9756969847074662,1201.0,"(0.562156456027955, 5.350847875837649e-06)"
0,0.5929349641990063,0.16799059373811073,0.45534890148771445,0.7795674406217065,1031.0,"(0.64296718044665, 6.928431255986594e-08)"
0,0.7132976386171272,0.6856905990920807,0.33013102541580114,0.46561808322295434,1209.0,"(0.6745801828445696, 8.743214972788188e-09)"
0,0.8816044471472628,0.9271118117792727,0.14491161125194083,0.51877968104564,755.0,"(0.6982560652700658, 1.5604031786335948e-09)"
0,0.9083503949427633,0.5811744229269746,0.3796471436989365,0.6333594242581084,1218.0,"(0.5729345259992658, 3.2017687208057024e-06)"
0,0.3407829700552233,0.5384703762126841,0.812692747517335,0.8448199232974052,1397.0,"(0.5207627911576564, 3.2841742427682245e-05)"
0,0.9382772931143827,0.8787764798975525,0.06561711165809536,0.3180098980018767,1125.0,"(0.5553770064037903, 7.3240371048801185e-06)"
0,0.9427544934136372,0.4646089836019809,0.14006015003297428,0.21737749028555078,1256.0,"(0.407612816438586, 0.0016488231814027116)"
0,0.29697687747771395,0.7539088287567289,0.29096571468259114,0.26661704133757574,1073.0,"(0.6166886022574207, 3.258053307935205e-07)"
0,0.8185371210086787,0.14955919444015148,0.6905773862573054,0.09778600809673024,1410.0,"(0.6087076786655666, 5.071755071727385e-07)"
0,0.2458496049447767,0.03098796548563845,0.7920933521808281,0.2346719755048824,1216.0,"(0.6009456640497773, 7.710663928039992e-07)"
0,0.026900150261609745,0.17515413456382517,0.29243881741981115,0.21768821878896977,1143.0,"(0.3959958864082101, 0.002294716375670903)"
0,0.7854702656499774,0.9536924762873513,0.6751942730156585,0.16438221959186028,1135.0,"(0.6058863731281181, 5.913527300759305e-07)"
0,0.8613819506278304,0.0016372685697278937,0.653514491158959,0.5354274965565554,1151.0,"(0.7177950127208073, 3.3046124513026314e-10)"
0,0.6879765960397332,0.07004919472867163,0.0480737471991026,0.11005779291825867,752.0,"(0.6850905464595174, 4.149970406364279e-09)"
0,0.8894968540012925,0.17236043714162647,0.23769924129407333,0.8045430178819549,737.0,"(0.7039834297676641, 1.0029135578564648e-09)"
0,0.1640972848955049,0.15119037362917717,0.6352522716384207,0.2475770059504401,1649.0,"(0.43621097251725144, 0.000693913589679692)"
0,0.3407311392870538,0.05596372281049673,0.6560853336866564,0.7552505536112529,1560.0,"(0.25808384382579663, 0.052586872007321955)"
0,0.45936256791558006,0.6479527317883458,0.5642514160378022,0.4019578440556803,1226.0,"(0.5112353224026652, 4.8263901277824164e-05)"
0,0.005344539875389742,0.9681234974015472,0.061620721501585554,0.5685944123399668,1174.0,"(0.7051866816647232, 9.127574748551721e-10)"
0,0.5774054581575029,0.5376776757919547,0.4937066567017435,0.0546892956936913,1180.0,"(0.6553415729956791, 3.171851667289067e-08)"
0,0.14259584022799376,0.7535102983255874,0.1570707202934153,0.46315816092847156,1443.0,"(0.6016210188133635, 7.437947352681392e-07)"
0,0.5509712676378273,0.6233802570386971,0.7046781495037787,0.45014146229861196,1195.0,"(0.39971304306646743, 0.0020670366272372933)"
0,0.7522057248321353,0.49470709181557065,0.6436394219682622,0.7114718471109464,905.0,"(0.5160014880238475, 3.986628116794607e-05)"
0,0.3822204581981893,0.42001849551221104,0.2412375280250234,0.2298876025010338,1170.0,"(0.7090711286183555, 6.71262740441218e-10)"
0,0.5132824645766786,0.9802637557472058,0.00909152536846658,0.6981703320475924,930.0,"(0.46897291189055645, 0.0002335595642891078)"
0,0.9573992071604952,0.42845407860995,0.05387508238557832,0.643968272545532,851.0,"(0.615212481596026, 3.539226738325785e-07)"
0,0.7513508683778453,0.3639697090412597,0.8793942575644892,0.8710266776222755,1075.0,"(0.42599713901961156, 0.0009535107680724573)"
0,0.712282501188769,0.5058483448228941,0.8959237471231343,0.15395343785364882,1267.0,"(0.7024706076594405, 1.1282609742573602e-09)"
0,0.0841326050774468,0.9408664343828615,0.6520706571086063,0.02613134521038801,938.0,"(0.44926477924811326, 0.0004555450386620216)"
0,0.24658755450273784,0.6119731176899749,0.2772513499030378,0.8363308896459515,1150.0,"(0.4394595404473107, 0.0006258905931816855)"
0,0.33269096927013264,0.6005190611056928,0.25934605026545343,0.5898018702035066,969.0,"(0.4284595004600869, 0.0008839826606388826)"
0,0.8732823512956182,0.5150514740629835,0.851167840971838,0.029225592478173162,1190.0,"(0.5311999612652293, 2.125314284075629e-05)"
0,0.7838833401098863,0.44517941177560355,0.8455551590648801,0.009569391132306503,930.0,"(0.5235081097272347, 2.9330100532240836e-05)"
0,0.8487478967447862,0.4728891974441701,0.7587498580608782,0.15829090975147003,1151.0,"(0.5499178122401012, 9.383772051077588e-06)"
0,0.6340211180600924,0.33989285120392865,0.45336142869160423,0.5431038995066056,1272.0,"(0.5136612107189283, 4.3804954553330235e-05)"
0,0.4326606308344243,0.9922390214894448,0.8595048150182791,0.8624055589045133,1157.0,"(0.589585054479667, 1.3959416215642732e-06)"
0,0.6252003848558997,0.9793455775482407,0.6780359093908398,0.8739470690203384,1234.0,"(0.6006867052722936, 7.817695585864269e-07)"
0,0.8038263059027173,0.18002220923449624,0.949198529544374,0.14889957695904413,1233.0,"(0.548881578526346, 9.830910809616068e-06)"
0,0.9456255333009376,0.09852322087717484,0.8603246608184175,0.7583209374056954,1565.0,"(0.6359012192850133, 1.0657248989338972e-07)"
0,0.34611767522339154,0.3482913837597764,0.16419921934321668,0.57910145749565,1163.0,"(0.6543477327479654, 3.381735770851999e-08)"
0,0.4031415399850895,0.15379615960450588,0.7879377911549077,0.33463519980158596,1160.0,"(0.5438153234836853, 1.2316041505541246e-05)"
0,0.5251264945916452,0.4264449226646985,0.3319033854336195,0.42573805957643845,1275.0,"(0.3739227897335308, 0.00416688521238045)"
0,0.6714900980047456,0.04728722989032781,0.4759794450164848,0.6342156459381274,986.0,"(0.2670949956824963, 0.04459027936401463)"
0,0.26660218323296203,0.22001912974756896,0.6445181155414706,0.2897820997519971,1024.0,"(0.649643594687244, 4.565351864193661e-08)"
0,0.1349542574115219,0.26268149908692523,0.7044761165648631,0.05750902113417484,1513.0,"(0.5934945402731174, 1.1409678751440646e-06)"
0,0.16374459496926042,0.5430472134169073,0.0730374116059717,0.1598759022330084,1152.0,"(0.38625733939179324, 0.0030005533657441372)"
0,0.5962964077143194,0.3720375441460058,0.14929755687333657,0.222649682920571,1478.0,"(0.3775007626324702, 0.0037931415301634295)"
0,0.6198586203386026,0.9241685519492074,0.5236268899617095,0.8849126620081674,1300.0,"(0.3126775542425567, 0.01788083012582857)"
0,0.4592688437405418,0.5021614997062683,0.26505435644532394,0.38383019545084146,1147.0,"(0.5012263158045308, 7.144783447115424e-05)"
0,0.9631568771635964,0.7236388496769465,0.45783256415023926,0.4822324018991855,1253.0,"(0.6915196732484374, 2.5905537823384125e-09)"
0,0.561149603162765,0.26874643556159844,0.16564097475724876,0.5719422564183712,1099.0,"(0.5684066180189538, 3.981493806709986e-06)"
0,0.23768830836317056,0.15219452765586472,0.21267581773501826,0.3226629331280025,1300.0,"(0.44310594858480273, 0.0005567654793997584)"
0,0.6453869615168918,0.6608407674325324,0.6546933898279361,0.6175696834384691,1021.0,"(0.5414965117961155, 1.3637741022421057e-05)"
0,0.0950096950024768,0.5401311301170547,0.7339932312342388,0.3775631589912233,1142.0,"(0.5367266534466714, 1.6779776185455054e-05)"
0,0.21694381408713226,0.6145826875639059,0.9056359535422155,0.47039736512949015,1157.0,"(0.6110075393879073, 4.4700746879726664e-07)"
0,0.23774907939589707,0.44361611934723894,0.4808384291675136,0.7007291067156206,1199.0,"(0.5467484768322507, 1.0814291066678697e-05)"
0,0.38532576840915544,0.8574306603032751,0.20145212964752587,0.41474447570158834,1141.0,"(0.33345952473157764, 0.01125132685107745)"
0,0.26147744380919247,0.7875867230609671,0.24320945904463206,0.6977818898884831,1159.0,"(0.6814539760429318, 5.389194400961108e-09)"
0,0.2923965025752481,0.6834460664120438,0.021350646485390607,0.03157023481668822,943.0,"(0.5206629287306369, 3.297651116806415e-05)"
0,0.9855844078623187,0.8693039275602394,0.1702500065472148,0.04011359258192303,1112.0,"(0.4875203229595739, 0.0001199100999705487)"
0,0.887637997891544,0.4889752510870292,0.160062100806781,0.6695510719482548,1280.0,"(0.5620890890623148, 5.367747768322147e-06)"
0,0.50715932434128,0.9797859890554245,0.9817522939997996,0.7525064414738276,1317.0,"(0.5049491117238668, 6.183605150808107e-05)"
0,0.14943272288447906,0.6515153042523899,0.8175137821951627,0.8259091992895845,1288.0,"(0.5717358990720061, 3.3930044936917566e-06)"
0,0.20528631959981325,0.6123617401845863,0.7367342736725885,0.3210324308113973,1493.0,"(0.4687828658494062, 0.00023511473785517884)"
0,0.4526367296181202,0.9023403167361048,0.1185874936445078,0.7827804628169015,1117.0,"(0.5987274699681457, 8.673707383805473e-07)"
0,0.07464285043145169,0.13380425280608643,0.8459953171231003,0.4631334305231012,1213.0,"(0.5469008121145247, 1.0741144519132795e-05)"
0,0.1889317610007032,0.5257428452263567,0.3303097401540574,0.05140748997584545,1378.0,"(0.4959262202075337, 8.751424841708375e-05)"
0,0.686899283747694,0.9712817792675328,0.23771354734849792,0.9457483874502042,1369.0,"(0.4904295120106713, 0.00010762682902321003)"
0,0.033190783450218864,0.9848274888866032,0.4607925271972124,0.6069210896220748,1437.0,"(0.20284373426643137, 0.13020631678895123)"
0,0.5460549033757691,0.18623165352354457,0.4804241898112217,0.2695660998175244,864.0,"(0.6345530394570411, 1.155552429182964e-07)"
0,0.8329649531486497,0.5397792391692289,0.36698626351842417,0.43132945419168495,1304.0,"(0.6898089730363898, 2.940081561999001e-09)"
0,0.06319868907450388,0.6533427591813108,0.6806076274806564,0.7953300869373645,1115.0,"(0.42118295227887953, 0.0011038354539536536)"
0,0.6235064801027866,0.4550333400586173,0.876673422871997,0.8239217482613392,1109.0,"(0.6447369511711138, 6.209291390280076e-08)"
0,0.2938221677380627,0.40797327149937146,0.42261636196329844,0.2475574703261598,1217.0,"(0.22828507923801922, 0.08764291349340046)"
0,0.9535423530089813,0.8682813962501198,0.8457466886385346,0.849658276672983,1379.0,"(0.5268610034248373, 2.5512475973938945e-05)"
0,0.1858992929493204,0.46283759624491677,0.2461184553864387,0.46819673967447906,1573.0,"(0.5392525229766442, 1.5040913401855331e-05)"
0,0.1903350989936451,0.3755778224925328,0.8000515960266538,0.47455247006714135,1244.0,"(0.4897287123977221, 0.00011047536754795099)"
0,0.9451556714470835,0.3510956748867012,0.4012234799814724,0.3604980159984639,1019.0,"(0.6406522468041191, 7.987831239371808e-08)"
0,0.045135573361120174,0.021460115977191566,0.17222199359628598,0.3630659471916949,1234.0,"(0.5322440175988589, 2.0331595637555536e-05)"
0,0.7719923548573311,0.019691195303901867,0.8215538981906919,0.7135426482623793,976.0,"(0.5992588250294527, 8.433270323525646e-07)"
0,0.04689217246496369,0.5261508346106927,0.5437326861742454,0.07478734349512345,1062.0,"(0.4620153459045867, 0.00029704880345226913)"
0,0.4639989679647003,0.15143747679510683,0.4196458140963123,0.18605147334225994,1356.0,"(0.5893986932782814, 1.4093345686814095e-06)"
0,0.9976675256335416,0.26519062422634093,0.8342904206252251,0.9449849249303208,1159.0,"(0.6159169672591226, 3.4023108305061846e-07)"
0,0.6685521811201489,0.4570339904970738,0.8804116101602234,0.2560273659697691,821.0,"(0.25990688457227384, 0.050881390873883305)"
0,0.1528538312169777,0.2610914397977483,0.5787737438245089,0.09963443715829311,1375.0,"(0.5399435097361899, 1.4595195496974432e-05)"
0,0.07729727563569166,0.31826061171112024,0.6216522458195526,0.8754620312523675,1406.0,"(0.6735803790816843, 9.370750638050761e-09)"
0,0.44488922461911473,0.4094740636279348,0.7369944470583079,0.6052253059258121,1049.0,"(0.3970458992250339, 0.0022282412509305374)"
0,0.4555836065839588,0.6942633964783421,0.09914432844490617,0.15669915856941724,912.0,"(0.5392080238353036, 1.5070045299832714e-05)"
0,0.5290157441674234,0.53713459530586,0.35859721809822453,0.17187045333803605,912.0,"(0.576407837082335, 2.7028297518310272e-06)"
0,0.6834714277753011,0.7664624863843348,0.09076691218026875,0.8300342476292314,1154.0,"(0.4480918842662465, 0.00047342709040948004)"
0,0.7986090241034591,0.3411059160245443,0.3302474143276897,0.5238731156031657,1039.0,"(0.5831824180336731, 1.93136993625169e-06)"
0,0.6300867461475675,0.8394952848079232,0.41996001028801544,0.8542670691836755,810.0,"(0.5866548280408352, 1.6209549264694566e-06)"
0,0.8120259875952145,0.3878355751674676,0.6071029553241083,0.8437656077100325,865.0,"(0.6769276557476605, 7.422202104211221e-09)"
0,0.17818209428481846,0.8790475262685947,0.22517227928784786,0.08644418739270515,886.0,"(0.5362372925543011, 1.7137482528770154e-05)"
0,0.23721348600806813,0.3043106720826209,0.7547047730701528,0.825545665865528,841.0,"(0.7856273895201437, 4.585260939456051e-13)"
0,0.8710364263430838,0.6608255100838275,0.21808245388547232,0.8173653723480158,1215.0,"(0.4830429685674236, 0.00014134237096767845)"
0,0.7468227081589495,0.8081174941071813,0.4068587556015506,0.548198123995072,1146.0,"(0.6333956821485291, 1.2382971176901613e-07)"
0,0.15352152946508768,0.3973641755393849,0.36512834833112756,0.05536466426188264,1507.0,"(0.2153703356945883, 0.10763143997163788)"
0,0.2543440060404659,0.4800365744505528,0.08326317210800661,0.5237006938202072,1257.0,"(0.37477232445248676, 0.004075321786643499)"
0,0.41113245503260265,0.8198348538189577,0.29620365300050006,0.6884047784656411,1371.0,"(0.580416333719289, 2.21745634664788e-06)"
0,0.8320415155160298,0.5002707480933969,0.3178488889931182,0.7944447875795939,1013.0,"(0.6296105439540487, 1.5495081725306212e-07)"
0,0.07392404207808456,0.7481368395590031,0.4403913264099071,0.06647422520049553,1222.0,"(0.505438167144842, 6.066589682103435e-05)"
0,0.4063427052162547,0.24616584393463473,0.6023001844117503,0.14609366683264144,1236.0,"(0.5865253629635333, 1.6316383277567257e-06)"
0,0.5159807406631558,0.6593168308861117,0.17853385331796576,0.5070359505359319,788.0,"(0.5130821118624843, 4.483343733038853e-05)"
0,0.6423582006266961,0.37433031694971075,0.06159737239514404,0.06871364306341736,1439.0,"(0.39409602535501964, 0.0024194957169159114)"
0,0.9856311932137203,0.3109243010103462,0.003958425252433839,0.5177815526043085,1088.0,"(0.5187222526522055, 3.5699070076015654e-05)"
0,0.7882073145971583,0.6217439344954657,0.09429109322497178,0.9424535294450553,1328.0,"(0.5805732395641034, 2.2002240226073466e-06)"
0,0.47692230794458157,0.6266263925975433,0.21472784632700143,0.020001487398276743,1338.0,"(0.4943127334498045, 9.302707089700971e-05)"
0,0.772722586494521,0.9156330689527962,0.859607045074991,0.7296818665296048,1083.0,"(0.6682517661416016, 1.3498390402953751e-08)"
0,0.4140223791562955,0.26533337494370873,0.7788090748049704,0.8441576312948513,1224.0,"(0.7505768080305301, 1.786121551047267e-11)"
0,0.32646828701764274,0.5910608494419898,0.5248877707306006,0.4940082682597375,876.0,"(0.5700881014000243, 3.673319101903678e-06)"
0,0.29728257928173274,0.9226450573188111,0.04780391928740301,0.012990863746527503,1018.0,"(0.47079303345234386, 0.00021913351933607243)"
0,0.8618885089729769,0.9217503823822422,0.46302242590511833,0.02789583980842843,1657.0,"(0.5074407658865618, 5.608375915646222e-05)"
0,0.9230275469561303,0.8985490613916517,0.0650333746907422,0.9272915447100524,1038.0,"(0.48315484249957974, 0.00014076668972096956)"
0,0.5022905348050207,0.07090114978373634,0.9385425119248318,0.5782908787855544,732.0,"(0.6806625850246811, 5.701716377787723e-09)"
0,0.9818105930783034,0.6721677025475893,0.28717809078225515,0.007119436069754672,1445.0,"(0.483557772668005, 0.0001387110335923903)"
0,0.13167487332025007,0.001402581405322157,0.8575290963519785,0.2757354618503083,1220.0,"(0.5727668135904959, 3.2279080820567727e-06)"
0,0.3161095997999658,0.3513732983488479,0.412606206233339,0.06872564622204444,1019.0,"(0.7226111196243838, 2.2093088680960782e-10)"
0,0.24965532618970265,0.4534885453093607,0.46793664160091475,0.7264005900700009,1041.0,"(0.6289973601971428, 1.6063658652287335e-07)"
0,0.9335151170414223,0.9602130269125342,0.31808114436584056,0.9236591092123312,921.0,"(0.5957950053719497, 1.0120191185143687e-06)"
0,0.023121427699352548,0.29108584110748165,0.616409137024744,0.6352357054782051,1099.0,"(0.7658968725039292, 3.896197335576293e-12)"
0,0.5211338243672676,0.880118791130641,0.1535194210153445,0.6413479503546293,855.0,"(0.8004897409774716, 7.844062182156151e-14)"
0,0.7312702470194058,0.12486127599095834,0.8294286763131885,0.2994559139264104,1064.0,"(0.47106999907203395, 0.0002170110582706478)"
0,0.35967576552356295,0.7815099835181625,0.2647441960701113,0.45927705618671943,991.0,"(0.6723593993343157, 1.0194839531575904e-08)"
0,0.8473267815490644,0.5956065435569015,0.2924782379781947,0.5004808084857446,487.0,"(0.7753592978487477, 1.4343851614893088e-12)"
0,0.8936555377653027,0.7749098314346131,0.9002820143147554,0.9433358312986008,1008.0,"(0.5698973060044552, 3.707134399521211e-06)"
0,0.6329448750739096,0.32354026841084005,0.13122356469030572,0.12381411116260649,1005.0,"(0.5493084609074147, 9.644366150904255e-06)"
0,0.7154151648264915,0.2655601734593163,0.2770789543482931,0.022611723329461375,1311.0,"(0.5579168165949558, 6.51670714281873e-06)"
0,0.0916699263245343,0.09317719452276099,0.23863564791156763,0.11747971885427641,963.0,"(0.27993105505767396, 0.034946668440468634)"
0,0.9453364873574873,0.9826346097395031,0.3225094276414911,0.284965756800369,1230.0,"(0.4953753728038818, 8.936166885532521e-05)"
